age,job,marital,education,default,housing,loan,contact,campaign,poutcome,y
45,blue-collar,single,secondary,no,yes,no,cellular,1,failure,yes
49,admin.,divorced,secondary,no,yes,no,cellular,1,failure,no
26,blue-collar,single,secondary,no,yes,no,cellular,1,other,yes
54,admin.,divorced,secondary,no,yes,no,cellular,5,failure,no
50,management,married,tertiary,no,no,no,cellular,2,other,no
49,housemaid,married,secondary,no,no,no,cellular,3,failure,no
34,services,married,secondary,no,yes,no,cellular,4,failure,no
41,admin.,single,secondary,no,yes,no,cellular,1,failure,no
32,management,single,tertiary,no,no,no,cellular,1,success,no
34,management,single,tertiary,no,yes,no,cellular,1,failure,yes
64,retired,married,primary,no,no,no,cellular,3,success,yes
38,blue-collar,married,secondary,no,yes,no,cellular,3,failure,no
41,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
26,student,single,secondary,no,no,no,cellular,1,failure,no
30,management,single,tertiary,no,no,no,cellular,2,success,yes
36,management,married,tertiary,no,no,no,cellular,1,success,yes
29,student,single,secondary,no,no,no,cellular,3,other,yes
39,admin.,married,secondary,no,no,no,cellular,1,other,yes
32,technician,married,secondary,no,yes,no,cellular,2,success,yes
31,unemployed,single,primary,no,no,no,cellular,2,other,no
55,services,married,tertiary,no,no,no,cellular,1,other,no
55,technician,divorced,secondary,no,no,no,cellular,1,failure,no
60,technician,married,tertiary,no,yes,no,cellular,1,failure,no
46,technician,married,secondary,no,no,no,cellular,1,other,no
42,unemployed,married,secondary,no,yes,no,cellular,3,failure,no
47,admin.,divorced,secondary,no,yes,no,cellular,1,failure,yes
29,blue-collar,single,primary,no,yes,yes,cellular,1,failure,no
49,management,married,tertiary,no,no,no,cellular,1,failure,no
37,management,married,tertiary,no,yes,no,telephone,8,success,no
47,admin.,divorced,secondary,no,no,no,cellular,1,success,yes
35,management,single,tertiary,no,no,no,cellular,2,failure,yes
38,technician,single,secondary,no,yes,no,cellular,3,success,no
82,retired,divorced,primary,no,no,no,telephone,2,other,yes
36,entrepreneur,married,secondary,no,yes,no,cellular,1,failure,yes
49,blue-collar,single,secondary,no,yes,no,cellular,6,other,no
31,admin.,single,secondary,no,no,no,cellular,1,success,yes
42,entrepreneur,married,secondary,no,yes,no,telephone,1,failure,yes
31,student,married,tertiary,no,no,no,cellular,2,other,yes
43,blue-collar,married,secondary,no,no,no,cellular,1,success,yes
45,entrepreneur,married,secondary,no,no,yes,cellular,2,failure,yes
58,management,married,secondary,no,no,yes,cellular,2,success,yes
31,management,divorced,tertiary,no,yes,no,cellular,2,failure,yes
35,unemployed,single,tertiary,no,no,no,cellular,1,success,yes
34,admin.,married,tertiary,no,yes,no,cellular,1,success,yes
35,management,divorced,tertiary,no,yes,no,cellular,1,success,no
28,admin.,married,secondary,no,yes,no,cellular,6,other,no
56,blue-collar,married,secondary,no,no,yes,cellular,2,failure,no
51,management,married,tertiary,no,no,no,cellular,1,success,yes
23,services,married,secondary,no,yes,yes,telephone,8,failure,no
35,admin.,single,secondary,no,no,no,cellular,2,other,yes
56,technician,divorced,secondary,no,no,no,cellular,1,success,yes
32,blue-collar,single,secondary,yes,yes,no,cellular,6,failure,no
49,services,married,primary,no,yes,no,cellular,1,success,yes
75,retired,married,secondary,no,no,no,telephone,1,success,yes
34,technician,single,secondary,no,yes,no,cellular,1,failure,yes
47,technician,married,secondary,no,no,no,cellular,1,success,no
52,admin.,single,secondary,no,yes,no,cellular,1,failure,yes
35,management,married,secondary,no,yes,no,cellular,2,failure,yes
37,technician,married,secondary,no,yes,no,cellular,4,other,no
34,management,single,tertiary,no,no,no,cellular,2,failure,no
72,admin.,married,primary,no,no,no,cellular,2,failure,no
36,admin.,single,secondary,no,yes,no,cellular,2,other,no
50,self-employed,married,secondary,no,yes,no,telephone,2,other,yes
39,services,single,secondary,no,yes,no,cellular,3,other,no
38,technician,married,tertiary,no,no,no,cellular,2,failure,yes
44,management,divorced,primary,no,yes,no,cellular,2,other,no
32,management,single,tertiary,no,no,no,cellular,3,failure,yes
47,management,single,tertiary,no,no,no,cellular,1,success,yes
46,admin.,divorced,secondary,no,yes,yes,cellular,1,other,no
42,management,married,tertiary,no,no,no,cellular,1,failure,yes
41,admin.,married,secondary,no,yes,no,cellular,2,failure,yes
28,blue-collar,married,secondary,no,yes,no,cellular,1,success,no
40,blue-collar,married,primary,no,yes,yes,cellular,2,failure,no
33,management,single,tertiary,no,no,no,cellular,2,failure,yes
30,student,single,secondary,no,no,no,cellular,1,success,no
27,student,single,tertiary,no,no,no,telephone,3,other,no
31,student,single,secondary,no,no,no,cellular,1,success,yes
33,blue-collar,single,secondary,no,no,no,cellular,2,success,yes
51,management,married,tertiary,no,no,no,cellular,3,failure,yes
19,student,single,primary,no,no,no,telephone,2,other,no
31,services,single,secondary,no,yes,no,cellular,1,failure,no
32,management,single,tertiary,no,no,no,cellular,1,other,no
46,management,married,tertiary,no,yes,no,cellular,1,failure,no
34,admin.,married,secondary,no,no,no,cellular,3,success,yes
60,admin.,divorced,secondary,no,no,no,telephone,1,success,no
31,unemployed,single,secondary,no,no,no,cellular,1,other,no
33,technician,single,secondary,no,yes,no,cellular,1,failure,yes
27,technician,single,tertiary,no,no,no,cellular,1,success,yes
71,housemaid,divorced,primary,no,no,no,cellular,2,success,yes
28,management,single,secondary,no,yes,no,cellular,1,failure,no
36,services,married,secondary,no,yes,no,cellular,2,success,yes
31,management,single,tertiary,no,no,no,cellular,1,success,no
43,services,married,secondary,no,no,no,cellular,1,failure,yes
38,management,married,tertiary,no,yes,yes,cellular,1,failure,no
19,student,single,primary,no,no,no,cellular,1,success,yes
30,management,single,tertiary,no,no,no,cellular,1,success,no
25,admin.,single,tertiary,no,no,no,cellular,1,failure,no
38,management,single,tertiary,no,yes,no,cellular,5,failure,yes
37,management,married,tertiary,no,no,no,cellular,1,success,yes
57,management,divorced,tertiary,no,no,no,cellular,1,success,yes
69,technician,married,secondary,no,no,no,cellular,1,other,no
47,technician,married,secondary,no,no,no,cellular,1,failure,yes
72,retired,single,tertiary,no,no,no,telephone,4,failure,no
37,management,married,tertiary,no,no,no,cellular,2,success,yes
47,admin.,married,secondary,no,yes,no,telephone,6,failure,no
21,services,single,secondary,no,no,no,telephone,1,other,yes
42,admin.,married,secondary,no,no,no,cellular,5,failure,no
50,technician,married,tertiary,no,no,yes,cellular,1,failure,no
23,services,single,secondary,no,no,no,cellular,1,success,yes
41,blue-collar,divorced,secondary,no,yes,no,cellular,8,other,no
39,blue-collar,single,tertiary,no,yes,no,cellular,2,failure,no
36,admin.,single,tertiary,no,no,no,cellular,1,failure,yes
32,blue-collar,single,secondary,no,yes,no,cellular,2,other,no
46,entrepreneur,married,secondary,no,yes,no,cellular,1,failure,yes
42,blue-collar,single,primary,no,yes,no,cellular,1,success,yes
77,retired,married,tertiary,no,no,no,cellular,1,success,no
35,management,married,tertiary,no,yes,no,cellular,2,success,yes
54,technician,married,secondary,no,no,no,cellular,1,other,yes
37,management,married,tertiary,no,no,no,cellular,2,success,yes
25,student,single,secondary,no,no,no,cellular,5,other,yes
41,management,married,tertiary,no,yes,no,cellular,1,failure,yes
34,management,married,tertiary,no,no,no,cellular,2,failure,no
39,technician,single,secondary,no,yes,no,cellular,7,other,no
31,technician,single,tertiary,no,yes,no,cellular,1,failure,yes
37,management,married,secondary,no,no,no,cellular,1,failure,no
64,retired,married,primary,no,no,no,cellular,3,failure,yes
61,admin.,married,secondary,no,no,no,cellular,1,failure,no
30,technician,married,secondary,no,yes,no,cellular,2,failure,no
56,admin.,married,secondary,no,yes,no,cellular,2,other,no
23,unemployed,single,secondary,no,yes,no,cellular,1,other,yes
53,blue-collar,single,primary,no,yes,no,cellular,1,failure,no
31,self-employed,single,tertiary,no,yes,no,cellular,1,failure,yes
71,retired,married,primary,no,no,no,cellular,2,failure,no
46,self-employed,single,secondary,no,no,no,cellular,1,other,yes
44,entrepreneur,married,secondary,no,yes,yes,cellular,3,other,no
72,retired,married,secondary,no,no,yes,cellular,3,failure,yes
36,technician,married,tertiary,no,yes,yes,cellular,1,failure,yes
37,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
39,technician,single,tertiary,no,no,no,cellular,1,success,no
38,entrepreneur,single,secondary,no,no,no,cellular,1,failure,no
51,technician,married,tertiary,no,yes,yes,cellular,1,failure,yes
35,technician,married,tertiary,no,yes,yes,cellular,3,other,no
50,blue-collar,married,primary,no,yes,no,telephone,1,failure,yes
29,management,married,tertiary,no,no,no,cellular,1,failure,no
36,self-employed,married,tertiary,no,no,no,cellular,1,failure,yes
36,technician,divorced,secondary,no,yes,no,cellular,3,failure,yes
57,management,married,tertiary,no,no,no,cellular,2,success,yes
48,technician,single,secondary,no,no,no,cellular,1,other,no
39,management,married,tertiary,no,no,no,cellular,1,success,yes
44,management,married,secondary,no,yes,no,cellular,2,other,no
77,retired,married,primary,no,no,no,cellular,1,success,no
34,management,single,tertiary,no,yes,no,cellular,4,failure,no
47,technician,married,secondary,no,yes,no,cellular,1,failure,yes
68,retired,married,primary,no,no,no,cellular,3,failure,no
30,management,single,tertiary,no,yes,no,telephone,1,failure,no
28,blue-collar,single,secondary,no,yes,no,cellular,3,failure,no
28,blue-collar,single,secondary,yes,yes,yes,cellular,2,failure,yes
61,self-employed,married,tertiary,no,no,no,cellular,1,success,no
41,admin.,married,secondary,no,no,no,cellular,1,failure,yes
32,management,single,tertiary,no,no,no,cellular,1,failure,yes
33,self-employed,married,tertiary,no,yes,no,cellular,2,failure,yes
38,unemployed,married,tertiary,no,yes,no,cellular,1,success,no
43,admin.,married,secondary,no,no,no,cellular,1,success,yes
36,blue-collar,married,secondary,no,yes,no,cellular,1,failure,yes
37,technician,married,secondary,no,yes,no,cellular,6,failure,no
28,admin.,married,secondary,no,no,no,cellular,1,success,no
32,management,married,tertiary,no,no,no,cellular,1,success,no
31,services,married,secondary,no,no,no,cellular,3,success,yes
32,admin.,married,secondary,no,no,no,cellular,1,other,yes
42,services,single,secondary,no,yes,no,cellular,1,failure,yes
60,services,married,tertiary,no,yes,no,cellular,1,success,yes
35,management,married,tertiary,no,yes,yes,cellular,1,failure,no
33,admin.,single,secondary,no,no,no,telephone,3,failure,no
33,management,married,tertiary,no,yes,no,cellular,1,failure,no
33,management,married,tertiary,no,no,no,cellular,1,success,no
30,housemaid,single,tertiary,no,no,no,cellular,1,success,yes
39,housemaid,married,secondary,no,yes,yes,cellular,1,failure,no
23,student,single,primary,no,no,no,cellular,2,failure,no
32,admin.,single,secondary,no,yes,no,cellular,1,success,yes
45,admin.,married,secondary,yes,yes,yes,cellular,3,other,yes
23,student,single,secondary,no,no,no,cellular,1,success,no
42,self-employed,married,secondary,no,yes,no,cellular,1,failure,yes
36,technician,married,secondary,no,yes,no,cellular,2,failure,no
37,blue-collar,married,primary,no,no,no,telephone,2,failure,no
76,retired,married,primary,no,no,no,cellular,1,success,yes
33,student,single,tertiary,no,yes,no,cellular,2,failure,no
40,technician,married,secondary,no,yes,no,cellular,2,failure,yes
43,management,married,tertiary,no,yes,no,cellular,1,success,yes
36,management,single,tertiary,no,no,no,cellular,1,success,yes
28,management,single,tertiary,yes,yes,no,cellular,1,failure,yes
49,technician,married,secondary,no,yes,yes,cellular,1,failure,no
45,services,single,secondary,no,yes,no,cellular,5,failure,no
47,blue-collar,married,primary,no,yes,yes,cellular,4,failure,no
30,technician,single,tertiary,no,no,no,cellular,1,success,yes
34,admin.,married,secondary,no,no,no,cellular,6,other,yes
32,management,single,tertiary,no,yes,no,cellular,1,failure,yes
36,management,married,tertiary,no,yes,no,cellular,2,other,no
60,retired,divorced,tertiary,no,yes,no,cellular,1,failure,yes
29,housemaid,single,tertiary,no,no,no,cellular,2,success,yes
47,blue-collar,divorced,secondary,no,yes,no,cellular,1,failure,no
48,management,married,tertiary,no,no,yes,cellular,4,success,yes
40,blue-collar,married,primary,no,yes,no,cellular,3,success,no
37,blue-collar,single,secondary,no,yes,no,cellular,2,failure,no
37,blue-collar,single,secondary,no,yes,no,cellular,3,failure,no
22,student,single,primary,no,no,no,cellular,1,failure,yes
58,management,married,tertiary,no,no,no,cellular,1,success,yes
41,admin.,divorced,secondary,no,yes,no,cellular,2,failure,yes
38,management,single,tertiary,no,yes,no,cellular,3,failure,no
25,retired,single,secondary,no,no,yes,cellular,2,failure,no
21,blue-collar,married,primary,no,yes,yes,cellular,1,failure,yes
33,blue-collar,married,secondary,no,yes,yes,telephone,6,other,no
46,technician,divorced,tertiary,no,yes,no,cellular,5,failure,no
46,blue-collar,married,primary,no,yes,no,cellular,2,success,yes
50,entrepreneur,married,primary,no,no,no,cellular,2,failure,yes
54,management,married,tertiary,no,yes,no,cellular,9,failure,no
52,blue-collar,divorced,primary,no,yes,no,cellular,4,other,no
41,blue-collar,divorced,secondary,no,yes,no,cellular,3,failure,no
35,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
30,admin.,single,secondary,no,no,no,cellular,1,success,yes
41,housemaid,married,primary,no,no,no,cellular,1,failure,no
35,admin.,married,tertiary,no,no,no,cellular,2,failure,no
67,retired,married,primary,no,no,no,telephone,2,other,no
53,blue-collar,married,secondary,no,yes,yes,cellular,2,failure,no
52,blue-collar,married,secondary,no,no,yes,cellular,1,success,no
33,management,single,tertiary,no,no,no,cellular,1,failure,yes
61,management,married,tertiary,no,no,no,cellular,2,success,no
40,services,single,secondary,no,yes,no,cellular,2,failure,no
29,admin.,single,secondary,no,yes,no,cellular,3,failure,yes
32,blue-collar,single,primary,no,yes,no,cellular,6,other,yes
37,management,married,secondary,no,no,yes,cellular,1,failure,yes
30,admin.,single,secondary,no,yes,no,cellular,2,success,yes
46,services,divorced,secondary,no,yes,no,cellular,5,failure,yes
34,services,married,secondary,no,yes,no,cellular,6,failure,no
80,retired,married,primary,no,no,no,telephone,1,success,no
43,self-employed,married,tertiary,no,no,no,cellular,1,failure,no
36,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
38,management,single,tertiary,no,yes,no,cellular,1,failure,no
38,blue-collar,married,primary,no,yes,no,telephone,1,other,yes
36,blue-collar,single,primary,no,no,no,cellular,1,failure,yes
26,management,single,tertiary,no,no,no,cellular,2,other,no
38,blue-collar,married,secondary,no,no,no,cellular,1,failure,yes
36,management,single,tertiary,no,yes,no,cellular,1,success,no
43,services,divorced,secondary,no,yes,no,cellular,4,failure,no
29,management,married,tertiary,no,yes,no,cellular,1,failure,no
77,retired,married,secondary,no,no,no,telephone,1,success,no
23,student,single,secondary,no,no,no,cellular,2,failure,yes
38,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
37,unemployed,married,tertiary,no,no,no,telephone,1,failure,yes
34,technician,married,secondary,no,yes,yes,cellular,3,failure,no
39,management,married,tertiary,no,yes,no,cellular,1,failure,no
50,admin.,single,primary,no,yes,no,cellular,4,failure,no
60,retired,married,secondary,no,no,no,cellular,1,success,yes
